,title,experience,location,skills
0,Cost Engineer - Desalination Plant Construction,10 - 16 Year(s),Saudi Arabia - Saudi Arabia,The successful candidate will join the construction supervision team and be responsible for cost engineering on the project Requirements Applicants...
0,WebSphere Portal Administrator,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,Experience
0,IBM Data Power Administrator,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,Experience
0,IPS ( Intrusion Prevention System),5 - 10 Year(s),Saudi Arabia - Saudi Arabia,Experience
0,Paloalto Firewall Engineer,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,Experience
0,SAP Business Intelligence Consultant,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,Experience
0,T24 Technical Consultant,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,Experience
0,Recruitment Drive For Canadian Company -On Freelancer Basis,0 Year(s),"Dammam/Khobar/Eastern Province , Al Khobar , Khafji - Saudi Arabia",Note 2
0,Executive Secretary,2 - 3 Year(s),Dammam / Khobar / Eastern Province - Saudi Arabia,-Two years of experience in an executive support role;-Valid Driving License
0,Rotogravure Printing Operator,3 - 8 Year(s),Riyadh - Saudi Arabia,Min experience to Run machine as leading Operator is 3 to 4 yrs;Applicant should have Degree/Diploma In Printing
0,Slitting Operator,2 - 5 Year(s),Riyadh - Saudi Arabia,- Slitting Machine Operation - Should have previous experience of using slitting machine;Role- Slitting Operation Expeirence - Minimum 2-5 yrs...
0,"MACHINE OPERATORS - CNC, CUTTING, CONTOUR,REBONDED",2 - 8 Year(s),Jeddah - Saudi Arabia,"5 years experience in the operation of foam cutting,CONTOUR, RE BONDED machines like Mica/Sunkist/Pillow/Antonio Mazzola Fecken Kirfel/FK fk..."
0,Project Management Engineer,8 - 15 Year(s),Al Ahsa - Saudi Arabia,"Must have experience in manufacturing and operations, Must be familiar with tank, pressure vessels and heat exchangers, Ability to manage workshops..."
0,Capital Cost Estimator,8 - 15 Year(s),"Abqaiq , Jubail , Yanbu - Saudi Arabia",Expected salary Current location Required notice period About us
0,Sales Engineer - Pneumatics,3 - 8 Year(s),"Dammam/Khobar/Eastern Province , Riyadh - Saudi Arabia",We are looking for a sales engineer to look after the sales of SMC in Riyadh & Dammam.
0,Opening for Catering Division,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,We have multiple urgent openings for our Catering Division for Saudi Arabia Candidate should mention the Category in the Subject line and forward the...
0,HEAVY LIFTING ENGINEER,2 - 8 Year(s),Dammam - Saudi Arabia,"Having experience in inspection, testing and certification including design, installation, commissioning, troubleshooting and..."
0,Machine Operator,5 - 10 Year(s),"Jeddah , Al Khobar , Dammam - Saudi Arabia","If you are interested Kindly send us your CV, Higher qualification certificate, Experience Certificates, Passport front and last page copy and passport..."
0,Information Controller,3 - 8 Year(s),Saudi Arabia - Saudi Arabia,Qualifications and Experience Essential Higher diploma of post secondary education in a related discipline Minimum of 2 years of work...
0,OCC Manager,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,We are looking for OCC Manager for Saudi Arabia Job Summary The job holder is to oversee and manage all aspects of the OCC operations for the Al...
0,Power Controller,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,Qualification
0,Station Controller,3 - 8 Year(s),Saudi Arabia - Saudi Arabia,Qualifications and Experience Essential Higher diploma of post secondary education in a related discipline A minimum of 2 years of work...
0,Traffic Controller,3 - 8 Year(s),Saudi Arabia - Saudi Arabia,Qualifications and Experience Essential Higher diploma of post secondary education in a related discipline Minimum 2 years of work...
0,Train Attendant,3 - 8 Year(s),Saudi Arabia - Saudi Arabia,Safety Responsibilities 4.1 Follow safe working procedures personally and wear appropriate personal protective equipment (PPE) as required and look...
0,Passenger Services Manager,3 - 8 Year(s),Saudi Arabia - Saudi Arabia,Follow safe working procedures personally and wear appropriate personal protective equipment (PPE) as required and look out for the safety of...
0,Driver Supervisor,3 - 8 Year(s),Saudi Arabia - Saudi Arabia,Qualifications and Experience Essential Minimum of 2 years experience in leading a team of drivers in providing transport services Good...
0,Train Driver,3 - 8 Year(s),Saudi Arabia - Saudi Arabia,Safety Responsibilities Follow safe working procedures personally and wear appropriate personal protective equipment (PPE) as required and look...
0,Chief Controller,3 - 8 Year(s),Saudi Arabia - Saudi Arabia,"Safety Responsibilities Advise and guide operational staff on safe methods of work in the control room and, when necessary, on the system..."
0,Depot Controller,3 - 8 Year(s),Saudi Arabia - Saudi Arabia,Follow safe working procedures personally and wear appropriate personal protective equipment (PPE) as required and look out for the safety of...
0,Traffic Controller,3 - 8 Year(s),Saudi Arabia - Saudi Arabia,Qualifications and Experience Essential Higher diploma of post secondary education in a related discipline Minimum 2 years of work...
0,Train Attendant,3 - 8 Year(s),Saudi Arabia - Saudi Arabia,Safety Responsibilities 4.1 Follow safe working procedures personally and wear appropriate personal protective equipment (PPE) as required and look...
0,Cost Accountant Specialist,8 - 15 Year(s),Jubail - Saudi Arabia,"Understanding about managing and controlling cost elements, cost centers, profit centers, internal orders and functional areas and allocation cycles,..."
0,Architectural and Interior Design Inspector,6 - 12 Year(s),Dammam/Khobar/Eastern Province - Saudi Arabia,in Architecture with at least six (6) years of experience in Architectural and Interior Design inspection;OR Two (2) years industrial/technical College...
0,Office Secretary,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,Must have a transferable iqama;Requirements
0,QA/QC Manager,15 - 20 Year(s),Saudi Arabia - Saudi Arabia,"We are looking for QA/QC Manager Candidates should have min 15 years of experience as manager directly relating to construction for Road, Building,..."
0,Lead Engineer-Process,15 - 26 Year(s),"Al Khobar , Jizan , Jubail - Saudi Arabia",Position
0,We are hiring oil & Gas professionals,15 - 20 Year(s),"Dammam/Khobar/Eastern Province , Abqaiq , Al Ahsa - Saudi Arabia",Current openings are as below Engineer - Mechanical Engineer - Mechanical + Piping Engineer - Piping Engineer - Electrical Engineer - Civil...
0,Civil/Structural Engineer,12 - 25 Year(s),Riyadh - Saudi Arabia,Bachelors in Civil/Structural Engineering with minimum 12 years (5 years in UAE) relevant experience in low and high rise (30 floors and up) buildings
0,Sales Manager (Vehicle Leasing - Riyadh KSA),10 - 16 Year(s),Riyadh - Saudi Arabia,Establishes training requirement and ensures training is completed
0,Film Crew,2 - 8 Year(s),Riyadh - Saudi Arabia,"Light Technician, Light Crew, Camera Assistant, Gaffer, Focus Puller."
0,Operations Manager (Vehicle Leasing - Riyadh),10 - 16 Year(s),Riyadh - Saudi Arabia,* Human Resources
0,Procurement / Chemical Engineer,2 - 7 Year(s),Riyadh - Saudi Arabia,(2 to 4) years of Procurement experience;Preferred (Saudi Nationality) if available;Required
0,Facility Management Director,15 - 25 Year(s),Al Madina Al Munawarah - Saudi Arabia,Job Responsibilities
0,QA/QC MECHANICAL INSPECTOR,6 - 12 Year(s),"Dammam/Khobar/Eastern Province , Jubail , Ras Tanura - Saudi Arabia",QA/QC
0,Project Manager,20 - 30+ Year(s),Riyadh - Saudi Arabia,"To meet the challenge, you will have the following skills and experience"
0,IT Support Engineer,5 - 10 Year(s),Riyadh - Saudi Arabia,Troubleshoot technical faults and work with external vendors and service providers to achieve fault resolutions when required;At least 5 years of...
0,Mechanical Engineer - Desalination Plant Construction,10 - 16 Year(s),Saudi Arabia - Saudi Arabia,"Applicants should meet the following criteria A degree in Mechanical Engineering A proven track record of working on water projects such as WWT,..."
0,Electrical Engineer - Desalination Plant Construction,10 - 16 Year(s),Saudi Arabia - Saudi Arabia,"Applicants should meet the following criteria A degree in Electrical Engineering A proven track record of working on water projects such as WWT,..."
0,Civil Engineer - Desalination Plant Construction,10 - 16 Year(s),Saudi Arabia - Saudi Arabia,"Applicants should meet the following criteria A degree in Civil Engineering A proven track record of working on water projects such as WWT,..."
0,Production Supervisor,8 - 12 Year(s),"Dammam/Khobar/Eastern Province , Jubail - Saudi Arabia","A Relevant Technical or Diploma, Engineering Qualification in Rubber Technology; \tAt least 8 to 12 years supervisory level experience; \tSound..."
0,Rubber lining Operations Supervisor,8 - 10 Year(s),"Dammam/Khobar/Eastern Province , Jubail - Saudi Arabia",A Relevant Technical or Diploma or Engineering Qualification in Rubber Technology; \tAt least 8 to 12 years site operations experience;Prepare Costing...
0,Saudi Arabia - Consultant level Doctor,3 - 8 Year(s),"Al Madina Al Munawarah , Riyadh , Dammam - Saudi Arabia",Germany Interview Berlin
0,Exploration Geologist(Non-Oil Minerals),4 - 9 Year(s),Saudi Arabia - Saudi Arabia,"hold at least a bachelor’s degree, proven field experience, and the following skills"
0,Geologist (non-oil mineral),3 - 8 Year(s),Saudi Arabia - Saudi Arabia,"Practical experience in collecting and analyzing geological information such as water, soil and rock data;Geologists should be technical and scientific..."
0,Exploration Geologist(Non-Oil Minerals),4 - 9 Year(s),Saudi Arabia - Saudi Arabia,"hold at least a bachelor’s degree, proven field experience, and the following skills"
0,Geologist (non-oil mineral),3 - 8 Year(s),Saudi Arabia - Saudi Arabia,"Practical experience in collecting and analyzing geological information such as water, soil and rock data;Geologists should be technical and scientific..."
0,URGENTLY We need a Sales Representative,1 - 5 Year(s),"Al Khobar, Dammam, Riyadh - Saudi Arabia","We are looking for Sales Representative to work in Dammam & Riyadh, He should has transferable iqama & saudi driving license;Kindly apply if you have an..."
0,SITE MANAGER- CIVIL /ARCHITECTURAL - with Hospital Experience,18 - 25 Year(s),Saudi Arabia - Saudi Arabia,"We are looking for SITE MANAGER- CIVIL /ARCHITECTURAL Consultant Engineers, with PMP-PMI RESPONSIBILITIES "
0,Contract Administrator,15 - 25 Year(s),Riyadh - Saudi Arabia,"Experience in pre and post contracts management;In-depth experience in all aspects of contracts management, including Claims, Dispute Resolution and..."
0,Electrical Engineer,15 - 26 Year(s),Riyadh - Saudi Arabia,"Minimum 15 years of experience in large-scale transport/infrastructure projects;Experience in MV/LV network design and construction, street lighting..."
0,General Manager Operations,4 - 9 Year(s),Dammam - Saudi Arabia,Taking an active part in promoting an excellent safety culture by
0,FEMALE SKIN CARE SALES cum EDUCATOR,4 - 9 Year(s),Al Khobar - Saudi Arabia,"• The Skin Care Sales / Educator is the primary conduit between the sales team and the clients, ensuring a seamless customer experience aligned to..."
0,Coordinator– Operations,5 - 7 Year(s),Dammam - Saudi Arabia,Detail oriented with a high degree of accuracy Ability to instruct and supervise assistants Strong communications skills and interpersonal skills\t...
0,Workshop Supervisor,7 - 14 Year(s),Dammam - Saudi Arabia,•\tResponsible and accountable for timely delivery of vehicles to operations •\tResponsible and accountable for making sure there is no...
0,Operations Supervisor,8 - 15 Year(s),Dammam - Saudi Arabia,•\tResponsible for preparing and submitting analysis for operations activities •\tResponsible for handling emergency situations as per...
0,Sales Executive,5 - 7 Year(s),"Jeddah , Riyadh , Dammam - Saudi Arabia","Demonstrated ability to communicate, present and influence credibly and effectively at all levels of the organization \tProven ability to drive the..."
0,motion and info graphic designer,3 - 8 Year(s),Al Qasim - Saudi Arabia,- - - - 3D / 2D - - ( / / ) ( ) - - - - - -...
0,SENIOR SALES SUPPORT ENGINEER - POWER CONTROL ROOM,5 - 10 Year(s),Dammam - Saudi Arabia,Minimum 7 years of working experience as Sales Support Engineer with 3 years in Prefabricated buildings PCR/PES or similar field of work;Knowledge in...
0,Project Manager - Infrastructure Design,15 - 26 Year(s),Saudi Arabia - Saudi Arabia,Required to join a leading engineering consultancy working on public sector infrastructure projects in Saudi Arabia;This will include technical liaison...
0,MS Dynamics AX Functional Consultant,5 - 10 Year(s),"Jeddah , Bahrah - Saudi Arabia",Skills and Qualifications
0,Technical Sales Engineer – Security,2 - 8 Year(s),Al Khobar - Saudi Arabia,Experience of working with major clients would be an advantage;Excellent written & verbal communication skills are required;Good Understanding of...
0,Company Driver,3 - 8 Year(s),"Dammam/Khobar/Eastern Province , Jubail , Ras Tanura - Saudi Arabia",Company Driver Requirements
0,Project Manager,16 - 24 Year(s),Saudi Arabia - Saudi Arabia,Required qualifications 
0,Female Nurse,2 - 5 Year(s),Jeddah - Saudi Arabia,"Private caregiver with certified nursing background in caring for old people especially stroke patient, this will be not limited to physiotherapy,..."
0,Project Manager,5 - 10 Year(s),Al Khobar - Saudi Arabia,Leading Engineering service provider with a very strong background within Oil & Gas Engineering is seeking a Shutdown Manager to manage all operational...
0,Project Supervisor,2 - 7 Year(s),Dammam/Khobar/Eastern Province - Saudi Arabia,Supervise all activities during shutdown and ensure safe execution of all jobs and activities being carried in accordance with established procedures...
0,Project Coordinator,2 - 5 Year(s),Dammam/Khobar/Eastern Province - Saudi Arabia,"We are looking for a responsible Project Coordinator to administer and organize all types of projects, from simple activities to more complex plans."
0,"CHEF DE PARTIE BAKER, DEMI CHEF DE PARTIE & COMMIS",2 - 8 Year(s),Jeddah - Saudi Arabia,Responsibilities
0,Instrumentation Design Engineer,7 - 14 Year(s),"Al Khobar , Khafji - Saudi Arabia",Candidate having min 7 - 10 years experience in Instrument design engineering (FEED & Detailed Engineering) of Chemical/ oil and gas Project...
0,Process Design Engineer,7 - 14 Year(s),"Al Khobar , Khafji - Saudi Arabia",Candidate having min 7 - 10 years experience in Process design engineering (FEED & Detailed Engineering) of oil and gas Project Should have...
0,Structural Design Engineer,9 - 14 Year(s),"Al Khobar , Khafji - Saudi Arabia",Proficient in Reinforced Concrete and steel structure design;We need
0,Electrical Design Engineer,7 - 14 Year(s),"Al Khobar , Khafji - Saudi Arabia",Candidate having min 9 - 15 years experience in Instrument design engineering (FEED & Detailed Engineering) of Chemical/ oil and gas Project;We need
0,Mechanical Design Engineer,9 - 18 Year(s),"Al Khobar , Khafji - Saudi Arabia",Candidate having min 9 - 15 years experience in Instrument design engineering (FEED & Detailed Engineering) of Chemical/ oil and gas Project;Designer -...
0,QA Engineer (Quality Assurance)_Saudi Arabia,8 - 13 Year(s),Jubail - Saudi Arabia,"Gulf Experience, Aramco Approval will priority but not Mandatory Interested candidate can send me their updated cv as soon as possible on this..."
0,Senior Database Administrator,7 - 14 Year(s),Riyadh - Saudi Arabia,"Knowledge, Skills and Experience"
0,Home Room Teacher Grade 1-Grade 3,3 - 5 Year(s),Riyadh - Saudi Arabia,Homeroom teaching
0,Art Teacher,3 - 8 Year(s),Riyadh - Saudi Arabia,Teach art to grades 1-5
0,Sales Liability & Business Development Manager,8 - 12 Year(s),"Jeddah , Makkah Al Mukarramah , Riyadh - Saudi Arabia","Contribute actively to the business process at a senior level, whenever required and maintain healthy relationships with key customers, championing and..."
0,Operations and Support Engineer – Level 2,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,"Provide technical direction when CAB requires tier II input, expertise or changes with high risk impacts on customer SLAs;Knowledge, Skills and..."
0,Customer Success Executive,0 - 3 Year(s),Riyadh - Saudi Arabia,Job Description
0,Senior Database Administrator – Level 2,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,"Knowledge, Skills and Experience"
0,Service Delivery Manager,3 - 8 Year(s),Saudi Arabia - Saudi Arabia,QUALIFICATION
0,Sales Executive,2 - 8 Year(s),"Jeddah , Jubail - Saudi Arabia","• Selling complete 3PL services such as Freight Forwarding, Trucking, Warehousing and Supply Chain Solutions. • Achieving monthly Gross revenue & Net..."
0,Occupational Safety and Health Engineer(HSE Engineer),10 - 15 Year(s),Saudi Arabia - Saudi Arabia,We are looking for Occupational Safety and Health Engineer(HSE Engineer) Candidates should have min 10 years of experience in site supervision on...
0,Occupational Safety and Health Inspector (HSE Inspector),5 - 10 Year(s),Saudi Arabia - Saudi Arabia,We are looking for Occupational Safety and Health Inspector (HSE Inspector) Should have min 5 year experience after graduation in overseeing site...
0,Structural Design Engineer,7 - 12 Year(s),Dammam - Saudi Arabia,"Must be well versed in using computer programs and design programs for structures STAAAD, Prokon, SAP, etc;Required"
0,Technician,3 - 5 Year(s),"Dammam/Khobar/Eastern Province , Dammam - Saudi Arabia","Diploma in Mechanical Engineering, 3-5 years Experience, Able to understanding and speaking English , Must have Transferable Iqama and Valid KSA..."
0,Marine Supervisor/ Technical Superintendent,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,REQUIREMENTS - -\tExperience of supervision -\tExperience of maintenance of marine technical machinery
0,TS TOT staff,3 - 8 Year(s),Saudi Arabia - Saudi Arabia,The ability to work in a team environment and lead by example will ensure your success in this role Ensure career and competency development of...
0,Sales Professional,3 - 8 Year(s),Jeddah - Saudi Arabia,COMPETENCIES
0,MS Dynamics CRM Lead,5 - 10 Year(s),Riyadh - Saudi Arabia,If interested please send your updated profile with following details to ashok.mk@raqmiyat.com Total Exp
0,Teacher,3 - 8 Year(s),Riyadh - Saudi Arabia,"Teach KG Classes Core subjects( English& Mathematics) . Enthusiastic, loves working with young children"
0,Computer Science Teacher,3 - 8 Year(s),Riyadh - Saudi Arabia,Teach Computer Science KG-grade 5
0,Urgent Opening for IMS/QMS Engineer @Saudi Arabia,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,IMS Engineer /QMS Engineer Qualification 
0,Highways Engineer,10 - 12 Year(s),Saudi Arabia - Saudi Arabia,Strong analytical skills and relevant experience performing work of a technical nature;A Bachelor at Engineering degree and 10-12 years of experience...
0,Lead Electrical Engineer,20 - 30 Year(s),Saudi Arabia - Saudi Arabia,He will interact periodically with other teams and work alongside external foreign based consultants from time to time as required;Minimum Experience
0,Lead Mechanical Engineer,20 - 30 Year(s),Saudi Arabia - Saudi Arabia,He will interact periodically with other teams and work alongside external foreign based consultants from time to time as required;Key Areas of...
0,SALES EXECUTIVE,3 - 5 Year(s),"Jeddah , Riyadh , Dammam - Saudi Arabia",DRIVING LICENSE IS A MUST ARABIC AND ENGLISH IS A MUST SHOULD BE AWARE OF SAUDI ROADS EXPERIANCE IN SCAFFOLDING
0,Senior Sales Engineer,4 - 8 Year(s),Dammam - Saudi Arabia,"We are looking for Senior Sales Engineer for our branch in Damam, Minimum 4 to 5 years experience in selling Diesel Power Generators and other..."
0,Assistant Manager / Senior Sales Engineer,6 - 12 Year(s),Jeddah - Saudi Arabia,Immediate recruitment for new office in Jeddah \tLooking for a candidate who is a Mechanical Engineer or equivalent with around 6-12 years experience...
0,Commercial / Shopping Leasing Manager,5 - 10 Year(s),Riyadh - Saudi Arabia,"We are looking for Commercial / Shopping Leasing Manager for Riyadh, Saudi Arabia Responsibility"
0,PE Teacher,3 - 8 Year(s),Riyadh - Saudi Arabia,Teach physical education to KG-Grade 5 students
0,Site Manager- Saudi National,12 - 22 Year(s),Rabigh - Saudi Arabia,"So, if working from home, working part-time or having flexible start and finish time will help with this let us know as part of your application;Wed..."
0,Business Development Manager,6 - 9 Year(s),Jeddah - Saudi Arabia,"for a 5* hotel in Jeddah, Saudi Arabia Female candidates prefered with 6to 7 years experience"
0,Civil Inspector,10 - 16 Year(s),Riyadh - Saudi Arabia,Bachelors or Diploma in Civil Engineering with minimum 12 years (minimum 6 years relevant experience in similar projects in UAE & Africa) in low and...
0,Electrical Technician,8 - 15 Year(s),Saudi Arabia - Saudi Arabia,"We are looking for an Electrical Technician Candidates should have min 8 years of experience Required skills on control circuit troubleshooting,..."
0,Civil Estimator,3 - 5 Year(s),Al Khobar - Saudi Arabia,University Degree in Civil Engineering \t5 Years Experience having bidding / estimation experience;Good knowledge of international codes & standards...
0,"Academic Science Instructor (Maths, Physics, Engineering, Technical)",1 - 6 Year(s),"Dammam/Khobar/Eastern Province , Dhahran - Saudi Arabia",QUALIFICATIONS REQUIRED
0,Operations Manager,10 - 16 Year(s),Riyadh - Saudi Arabia,Duties and responsibilities This exciting opportunity for an experienced fit-out Operations Manager involves managing all site-based activities to...
0,Facilities Operations Manager,12 - 20 Year(s),Al Khobar - Saudi Arabia,"Bachelor of Engineering, Educated to Degree qualification and or relevant Facilities qualification preferred \tProven facilities management 12+..."
0,Multi sports Consultant,8 - 10 Year(s),Dammam - Saudi Arabia,"Must have 05 years practical and documented experience in Multi sport such as Tennis, soccer, Golf, baseball, taekwondo/karate, aquatics, horse riding..."
0,Senior Geotechnical Engineer,15 - 26 Year(s),Riyadh - Saudi Arabia,Experience of managing large scale geotechnical projects;Wed love to hear from you if you have
0,Assistant Manager Supply Chain,3 - 8 Year(s),Riyadh - Saudi Arabia,"Specifically, you will be responsible for performing the following tasks to the highest standards As Assistant Purchasing Manager, you will ensure the..."
0,Legal officer,5 - 10 Year(s),Dammam - Saudi Arabia,Exp
0,Security Engineer,4 - 8 Year(s),Makkah Al Mukarramah - Saudi Arabia,-Analyze security systems and seek improvements on a continuous basis -Report possible threats or software issues -Research weaknesses and find ways...
0,Life Guard,4 - 6 Year(s),Jeddah - Saudi Arabia,candidates with 5* hotel experience
0,Sales Executive,0 - 5 Year(s),"Dammam/Khobar/Eastern Province , Dammam - Saudi Arabia",For any inquires please reach the below number
0,ROAD MAINTENANCE FOREMAN,3 - 8 Year(s),Dammam - Saudi Arabia,MINIMUM ACCEPTABLE TRAINING AND EXPERIENCE
0,Senior SQL DBA,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,We are looking for Senior SQL DBA with following skillset 
0,School Teacher Grade KG-G5,3 - 8 Year(s),Riyadh - Saudi Arabia,"Accountability is accepted for ensuring each student has the opportunity, support and assistance required for learning to achieve improved performance..."
0,GIS Developer,2 - 8 Year(s),Makkah Al Mukarramah - Saudi Arabia,"2+ years of commercial software development experience Fluent in and passionate about JavaScript, HTML, and/or QML A flare for user experience and..."
0,Welding Inspector,2 - 8 Year(s),Saudi Arabia - Saudi Arabia,We are looking for Welding Inspector for Saudi Arabia. Minimum Experience- 2 years
0,IOS Developer,4 - 9 Year(s),Makkah Al Mukarramah - Saudi Arabia,"Experience and knowledge with Xamarin platform, in addition to making copies of the required applications and fixing the errors;4+ Years of IOS..."
0,Android Developer,4 - 8 Year(s),Makkah Al Mukarramah - Saudi Arabia,"Strong knowledge of Android SDK, different versions of Android, and how to deal with different screen sizes Familiarity with RESTful APIs to connect..."
0,CHEF DE PARTIE/BAKER/COMMI,2 - 8 Year(s),Jeddah - Saudi Arabia,"Kindly send your Cv, Higher qualification certificate, Experience Certificates, Passport front and last page copy and passport size photograph with..."
0,System Tester,3 - 8 Year(s),Makkah Al Mukarramah - Saudi Arabia,3+ Years of System Testing experience;2+ Years of Project Management experience
0,System Analysis,4 - 8 Year(s),Makkah Al Mukarramah - Saudi Arabia,4+Years of analyzing and designing computer systems following the
0,Veterinary Surgeon,7 - 14 Year(s),Al Qasim - Saudi Arabia,"1- master degree in veterinary surgery from reputable university 2- should have experience and knowledge of orthopedic surgery, soft tissue surgery,..."
0,Process Engineering Manager/Lead Engineer,12 - 20 Year(s),Dammam/Khobar/Eastern Province - Saudi Arabia,"12- 20 years experience in relevant (ideally Project) roles after graduation;•Should have extensive experience in Process Engineering, Process..."
0,Calender Operator,25 - 30 Year(s),"Dammam/Khobar/Eastern Province , Jubail - Saudi Arabia",E) Must have knowledge in operating overhead crane to do loading & unloading of calendared item from the winder;D) Must have knowledge in using...
0,Developer (Kony),5 - 10 Year(s),Saudi Arabia - Saudi Arabia,"SKILLS To perform this job successfully, an individual must be able to perform each essential duty satisfactorily;EXPERIENCE Candidates must have 5+..."
0,MEP Commercial Manager - MUST BE IN SAUDI,15 - 26 Year(s),Saudi Arabia - Saudi Arabia,15+ years experience in Construction industry in which excess of 5 years managerial and technical experience;Functional & Behavioral Competencies...
0,MEP Project Manager - MUST BE IN KSA,15 - 26 Year(s),Saudi Arabia - Saudi Arabia,Required to join an established MEP contractor working on a range of high profile building projects in Saudi Arabia;APPLICANTS MUST BE IN KSA WITH A...
0,THERMAL DESIGN ENGINEER,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,"Should have worked with Licensor, Contractor and Consultant companies"
0,Thermal Design Engineer,5 - 10 Year(s),Al Ahsa - Saudi Arabia,Thermal Design Engineer heat ex changers Shell & Tube Air Cooler
0,Manager - Production & Operations,10 - 16 Year(s),Dammam - Saudi Arabia,"Executes new project work, plans and revises as appropriate to meet changing needs and requirement;Acts as a focal point for all computer related..."
0,School Principal Riyadh,2 - 8 Year(s),Riyadh - Saudi Arabia,Enthusiastic leader who has the experience and soft skills to lead the team of KG- gr
0,Health LOB manager / consultant,5 - 7 Year(s),Riyadh - Saudi Arabia,- LOB manager / consultant
0,Construction Manager,8 - 15 Year(s),"Jizan , Ras Tanura , Haradh , Hawiyah - Saudi Arabia",For Electro Mechanical Jobs especially for HVAC & Controls Works.
0,Project Manager,8 - 15 Year(s),"Dammam/Khobar/Eastern Province , Jizan , Haradh , Hawiyah - Saudi Arabia",Position Summary
0,Operations Manager,5 - 10 Year(s),Saudi Arabia - Saudi Arabia,Required
0,Sales Executive (HORECA),2 - 5 Year(s),Jeddah - Saudi Arabia,Financial \tAchieve the set sales targets for the month/year \tCreate new business opportunities and open new HORECA clients \tIncrease the share of...
0,Operations Manager,7 - 14 Year(s),"Dammam/Khobar/Eastern Province , Jeddah , Riyadh - Saudi Arabia",Monitors and observes the capability of Nandocas and ensures the implementation of required training throughout the portfolio (including the final...
0,Arabic Cook,2 - 8 Year(s),Dammam/Khobar/Eastern Province - Saudi Arabia,- MUST know all Indian cuisines - Should have handled large scale cooking activities;- Preferably having experience in CATERING INDUSTRY;- Preferably...
0,Heavy Equipment Technical Accessor,10 - 15 Year(s),Dammam/Khobar/Eastern Province - Saudi Arabia,Must have minimum 10 years operation experience in any of following Machines
0,Procurement Officer,3 - 8 Year(s),Dammam - Saudi Arabia,"- Candidate should have experience in plants which produces billets and rebars , should have experience in purchasing raw materials and others;-..."
0,Recruitment Coordinator,2 - 5 Year(s),Dammam - Saudi Arabia,Design and implement overall recruiting strategy Consult with managers to discover staff requirements and specific job objectives Write and post job...
0,Estimation / Tendering Engineer,5 - 10 Year(s),"Dammam/Khobar/Eastern Province , Jeddah , Riyadh - Saudi Arabia",Responsibilities •\tReview Tender documents including design packages and specifications •\tPrepare requests for quotations and actively...
0,Quality Control Inspector - MEP,2 - 5 Year(s),Saudi Arabia - Saudi Arabia,"2 - 5 years relevant experience;Experience working in Building Construction Company with site experience;Working knowledge of construction standards,..."
0,Safety Supervisor,5 - 10 Year(s),"Dammam/Khobar/Eastern Province , Jeddah , Riyadh - Saudi Arabia","Qualifications Bachelors degree is preferred Develops a safety conscious culture by providing workforce education on first aid, emergency/safety..."
0,Sales & Marketing Manager,8 - 12 Year(s),Dammam/Khobar/Eastern Province - Saudi Arabia,"Demonstrable experience as head of sales, developing client-focused, differentiated and achievable solutions;Requirements Proven sales management..."
0,Oracle PCA Specialist (OVM),7 - 8 Year(s),Riyadh - Saudi Arabia,"Experience in managing and implementation of X5, X7 Servers with Xsigo, with ZFS Appliance is a must;Must Have Skills Oracle Private Cloud Appliance /..."
0,Senior Planning Engineer - Desalination / Wastewater,10 - 16 Year(s),Saudi Arabia - Saudi Arabia,The successful candidate will form part of the construction supervision and engineering team ensuring that the project is built to client specification...
0,QA/QC Manager - Wastewater / Desalination,10 - 16 Year(s),Saudi Arabia - Saudi Arabia,"Applicants should meet the following criteria An engineering degree ie Civil, Mechanical Further qualifications ie Lead Auditor Able to manage..."
0,HSE Manager - Desalination / Wastewater Construction,10 - 16 Year(s),Saudi Arabia - Saudi Arabia,Required to join an international engineering consultancy working on the construction of desalination plants in Saudi Arabia;The HSE Manager will be...
0,Risk Manager -Desalination / Wastewater Construction,10 - 16 Year(s),Saudi Arabia - Saudi Arabia,Required to join an international engineering consultancy working on the construction of desalination plants in Saudi Arabia;Requirements Applicants...
0,Assistant Manager / Senior Sales Engineer,6 - 12 Year(s),"Dammam/Khobar/Eastern Province , Al Khobar , Dammam - Saudi Arabia","6-12 years experience in industrial products/ spare parts sales to Oil & Gas, Marine, Power , Water, Petrochemical, metal and other industries..."
0,Recruitment Coordinator,2 - 5 Year(s),Dammam - Saudi Arabia,Design and implement overall recruiting strategy Consult with managers to discover staff requirements and specific job objectives Write and post job...
